Station number,Station name,Region,Rainfall (mm),Mean,Percentile,Years of data,Latitude (°),Longitude (°),Elevation (m)
14982,KANGAROO FLATS (DEFENCE),NT,5070.2,5025.8,-1.0,4,-12.79,130.85,50
91198,MOUNT BARROW (SOUTH BARROW),TAS,4962.0,5810.6,-1.0,4,-41.39,147.42,1313
14972,MOUNT STOW,NT,3663.6,3446.8,-1.0,4,-13.85,132.65,322
85302,TAMBORITHA-MOROKA (SNOWY RANGE),VIC,3369.6,3104.6,-1.0,4,-37.29,146.72,-999
14981,BRADSHAW - KOOLENDONG VALLEY (DEFENCE),NT,3343.2,3181.6,-1.0,4,-15.19,130.12,42
14602,WONGALARA,NT,3303.4,2984.6,-1.0,4,-14.14,134.47,60
23891,PICCADILLY (WOODHOUSE),SA,3033.3,3272.3,-1.0,4,-34.98,138.74,441
61431,MURRURUNDI (HAYDON STREET),NSW,2834.7,2960.8,-1.0,4,-31.77,150.84,467
41230,LIMEVALE TM,QLD,2164.2,2000.7,-1.0,4,-28.73,151.18,320
55312,MANILLA (MUSEUM),NSW,2131.8,2152.8,-1.0,4,-30.75,150.72,358
91327,TOMAHAWK (WYAMBI),TAS,2100.3,2446.1,-1.0,4,-40.95,147.83,35
88166,PUCKAPUNYAL WEST (DEFENCE),VIC,2060.2,1972.3,-1.0,4,-37.02,144.85,293
88167,PUCKAPUNYAL LYON HILL (DEFENCE),VIC,1959.8,1937.7,-1.0,4,-36.94,145.05,193
23383,GOMERSAL (WOODBRIDGE),SA,1199.2,1347.2,-1.0,4,-34.54,138.91,217
8320,DAISY DOWNS,WA,941.0,972.5,-1.0,4,-28.38,115.46,294
24593,WOODCHESTER (CRAIORAH),SA,894.4,951.7,-1.0,4,-35.19,138.99,92
8321,TALLERING TBRG,WA,788.8,792.9,-1.0,4,-28.38,115.85,319
7502,GREENOUGH RVR TBRG @ YUIN,WA,716.4,761.4,-1.0,4,-27.98,116.03,290
32197,INNISFAIL AERODROME,QLD,12118.8,10698.8,-1.0,3,-17.56,146.01,12
60153,MOPPY LOOKOUT (BARRINGTON TOPS),NSW,5881.0,5343.9,-1.0,3,-31.89,151.56,1340
33329,OORALEA RACECOURSE (MACKAY TURF CLUB),QLD,5294.0,4315.9,-1.0,3,-21.17,149.15,10
83093,MT SUNDAY,VIC,3825.4,3798.0,-1.0,3,-37.34,146.42,1420
94274,FERN TREE (WESTRINGA ROAD),TAS,3253.6,3546.6,-1.0,3,-42.93,147.25,401
68263,HOLSWORTHY DEFENCE AWS,NSW,3160.8,3828.6,-1.0,3,-34.08,150.90,165
33328,TOWNSVILLE- FANNING RIVER (DEFENCE),QLD,2932.8,2599.7,-1.0,3,-19.78,146.50,326
14806,BIRRIMBA,NT,2826.2,2466.5,-1.0,3,-16.42,132.09,209
72169,TUMBARUMBA (WONDALMA),NSW,2717.8,3278.7,-1.0,3,-35.71,148.00,675
61268,MAITLAND BELMORE BRIDGE (HUNTER RIVER),NSW,2661.0,2389.8,-1.0,3,-32.73,151.56,-999
69133,BEMBOKA (THE KNOB),NSW,2157.0,2296.0,-1.0,3,-36.66,149.51,400
86388,FRANKSTON (BALLAM PARK),VIC,2018.6,2226.3,-1.0,3,-38.15,145.16,59
61430,SINGLETON DEFENCE AWS,NSW,1917.8,1852.0,-1.0,3,-32.70,151.16,125
74272,KAPOOKA (DEFENCE),NSW,1887.2,1638.1,-1.0,3,-35.13,147.25,187
94272,WOODSDALE (WOODSDALE ROAD),TAS,1797.9,2133.4,-1.0,3,-42.48,147.57,408
34097,BURDEKIN DAM ALERT,QLD,1747.0,1648.3,-1.0,3,-20.65,147.14,179
91325,HUMMOCKY HILLS,TAS,1678.2,1653.8,-1.0,3,-41.73,147.24,477
80131,ST ARNAUD (COONOOER BRIDGE (YAWONG)),VIC,1216.1,1390.9,-1.0,3,-36.44,143.31,154
19122,WILLOCHRA PLAIN (GUM GLEN),SA,695.6,724.9,-1.0,3,-32.21,138.24,225
47110,NELIA GAARI,NSW,678.8,627.4,-1.0,3,-32.01,142.82,86
72152,ARGALONG (SANDY CREEK),NSW,3246.0,3043.1,-1.0,2,-35.32,148.43,700
91364,BOAT HARBOUR,TAS,2772.3,2803.1,-1.0,2,-40.93,145.60,184
70365,CANBERRA AIRPORT (SECONDARY),NSW,1987.8,2193.0,-1.0,2,-35.31,149.20,577
79109,PATYAH (BOOROOPKI COMPARISON),VIC,1537.4,1564.1,-1.0,2,-36.81,141.26,138
79102,MAROO WEST (WARRANOOKE (GLENORCHY) COMPA,VIC,1229.4,1334.3,-1.0,2,-36.73,142.73,150
6113,BULLARDOO TBRG,WA,773.2,785.0,-1.0,2,-27.86,115.67,299
7501,NARLOO,WA,530.4,567.2,-1.0,2,-27.88,116.26,337
14986,HAYWARD CREEK (TIPPERARY),NT,5049.8,5049.8,-1.0,1,-13.67,130.88,-999
91338,MOUNT ARTHUR SUMMIT,TAS,3674.8,3674.8,-1.0,1,-41.28,147.29,1180
40875,BUNDAMBA SCHOOL ALERT,QLD,3322.0,3322.0,-1.0,1,-27.61,152.81,-999
60069,COOPLACURRIPA,NSW,2993.0,2993.0,-1.0,1,-31.63,151.96,252
40826,MIVA TM,QLD,2953.0,2953.0,-1.0,1,-25.95,152.50,17
82106,MIITA MITTA RIVER @ TALLANDOON,VIC,2872.2,2872.2,-1.0,1,-36.41,147.23,280
109521,WITCHCLIFFE WEST,WA,2450.6,2450.6,-1.0,1,-34.03,115.06,85
41152,LANGLEY TM,QLD,1669.4,1669.4,-1.0,1,-27.98,150.92,360
87185,POINT COOK RAAF,VIC,1447.8,1447.8,-1.0,1,-37.93,144.76,3
80130,WEST PRAIRIE,VIC,1410.6,1410.6,-1.0,1,-36.27,144.17,104
78073,KANIVA COMPARISON,VIC,1282.4,1282.4,-1.0,1,-36.37,141.24,142
94275,CLIFTON BEACH (CAPE DESLACS TBRG),TAS,1277.4,1277.4,-1.0,1,-42.97,147.53,-999
78030,TELOPEA DOWNS (MEENGO RAIN GAUGE),VIC,1143.8,1143.8,-1.0,1,-36.08,141.10,142
24594,RODWELL CREEK (HIGHLAND VALLEY (GREENHOL,SA,1137.0,1137.0,-1.0,1,-35.20,138.92,196
78087,YANAC NORTH COMPARISON,VIC,1120.6,1120.6,-1.0,1,-36.11,141.46,135
77099,RAINBOW (PIGICK COMPARISON),VIC,1103.0,1103.0,-1.0,1,-35.87,141.82,91
78088,DONALD COMPARISON,VIC,1102.4,1102.4,-1.0,1,-36.36,143.00,112
77097,YAAPEET,VIC,1086.8,1086.8,-1.0,1,-35.69,142.00,80
25564,SHAUGH (COOLAMI),SA,1072.6,1072.6,-1.0,1,-35.84,140.82,123
77100,BIRCHIP (MARLBED COMPARISON),VIC,1070.4,1070.4,-1.0,1,-35.80,142.88,90
77098,RAINBOW RADAR RAIN GAUGE,VIC,986.2,986.2,-1.0,1,-36.00,142.01,115
76006,TUTYE (BUNUROUK) COMPARISON,VIC,902.8,902.8,-1.0,1,-35.29,141.49,60
