Station number,Station name,Region,Rainfall (mm),Mean,Percentile,Years of data,Latitude (°),Longitude (°),Elevation (m)
54104,PINDARI DAM,NSW,2037.0,2207.1,27.9,44,-29.39,151.24,462
9579,OAKE MARSH FARM,WA,1767.9,1740.0,58.1,44,-33.76,122.07,60
23822,HARTLEY (PINE HILL),SA,1109.9,1154.2,37.2,44,-35.18,139.02,63
18203,TUMBY BAY (YADNARIE),SA,1098.7,1217.3,20.9,44,-34.34,136.05,57
22036,MINLATON (EVERSLEY),SA,1082.6,1313.0,2.3,44,-34.75,137.63,72
10904,SWANARA,WA,827.2,1001.1,7.0,44,-32.17,118.61,305
18176,COWELL (WINTER SPRINGS),SA,775.0,1022.9,2.3,44,-33.34,136.75,281
13011,WARBURTON AIRFIELD,WA,679.2,735.0,48.8,44,-26.13,126.58,459
60046,BOBIN (BOBIN CREEK),NSW,4632.2,4215.8,71.4,43,-31.69,152.27,165
1010,THEDA,WA,4345.2,3842.0,78.6,43,-14.79,126.50,210
92051,PYENGANA (FOREST LODGE ROAD),TAS,3944.4,3794.1,71.4,43,-41.27,147.95,155
84122,GENOA (FOOLS HAVEN),VIC,3022.5,2950.1,45.2,43,-37.48,149.64,21
39095,WATALGAN WINFIELD RD,QLD,2629.0,3070.2,11.9,43,-24.63,152.02,43
55157,WINTON (DALBLAIR),NSW,2459.9,2137.2,85.7,43,-31.09,150.66,434
9066,GIDGEGANNUP,WA,2230.0,2650.4,4.8,43,-31.79,116.20,290
22835,PARNDANA (TURKEY LANE),SA,2027.8,2162.6,26.2,43,-35.73,137.12,201
53073,KENEBRI (ELLERSLIE),NSW,1923.4,1761.1,61.9,43,-30.76,149.00,250
95033,ELLENDALE POST OFFICE,TAS,1858.1,2616.3,2.4,43,-42.62,146.72,207
99015,WHITEMARK POST OFFICE,TAS,1728.0,2142.1,2.4,43,-40.12,148.02,5
9542,ESPERANCE AERO,WA,1646.0,1697.1,35.7,43,-33.68,121.83,142
24555,EUDUNDA (MOONDAH),SA,1127.9,1394.2,7.1,43,-34.26,139.09,478
21104,BALAKLAVA (WANAPPE),SA,975.0,1146.0,7.1,43,-34.00,138.45,117
76107,TUTYE (BUNUROUK),VIC,933.3,989.8,45.2,43,-35.28,141.49,66
68083,CULBURRA TREATMENT WORKS,NSW,4918.6,3675.7,95.1,42,-34.93,150.75,15
66098,ROSE BAY (ROYAL SYDNEY GOLF CLUB),NSW,4357.1,3859.0,80.5,42,-33.88,151.27,8
63254,ORANGE AGRICULTURAL INSTITUTE,NSW,2924.8,2788.1,58.5,42,-33.32,149.08,922
86281,NYORA (POST OFFICE),VIC,2918.2,3130.0,17.1,42,-38.33,145.67,120
23817,ALDGATE,SA,2853.2,3221.6,7.3,42,-35.02,138.74,442
14829,LAJAMANU AIRPORT,NT,2790.6,1553.4,100.0,42,-18.33,130.64,316
41464,OAKINGTON,QLD,2551.8,2365.1,68.3,42,-28.15,152.33,602
14704,MCARTHUR RIVER MINE AIRPORT,NT,2520.4,2280.4,78.0,42,-16.44,136.08,40
9678,REDMOND,WA,2193.6,2384.2,21.9,42,-34.88,117.67,93
99014,MEMANA (BABEL FARM),TAS,1906.8,2322.0,0.0,42,-40.02,148.18,12
42035,JACKSON COMMUNITY POSTAL AGENCY,QLD,1663.9,1690.7,51.2,42,-26.64,149.63,307
79086,NAVARRE (AVON NO.3),VIC,1548.0,1584.2,41.5,42,-36.86,143.12,262
81115,WANALTA DAEN STATION,VIC,1538.6,1518.8,56.1,42,-36.63,144.87,115
79082,HORSHAM,VIC,1229.5,1290.0,46.3,42,-36.70,142.20,140
10803,MARIA,WA,919.7,1013.2,26.8,42,-33.01,118.24,340
20043,BRAEMAR,SA,668.2,733.2,41.5,42,-33.19,139.62,180
31104,MT SOPHIA,QLD,13222.0,10088.1,100.0,41,-17.16,145.88,5
58148,LILLIAN ROCK (WILLIAMS ROAD),NSW,4676.0,4694.5,55.0,41,-28.53,153.15,345
58102,GRAFTON SOUTH (SOUTH GRAFTON (YEERONG)),NSW,3610.2,3156.4,85.0,41,-29.74,152.79,25
61220,YARRAMALONG (LEWENSBROOK),NSW,3598.3,3446.9,62.5,41,-33.24,151.30,50
84093,BETE BOLONG (RUSSELLS ESTATE),VIC,2479.0,2532.9,40.0,41,-37.71,148.40,20
9912,FERGUSON VALLEY,WA,2431.3,2685.9,12.5,41,-33.45,115.85,120
90171,PORTLAND (CASHMORE AIRPORT),VIC,2374.4,2512.1,25.0,41,-38.31,141.47,81
88123,KYNETON,VIC,2193.7,2359.1,32.5,41,-37.25,144.44,526
70242,ARANDA (BINDAGA ST),NSW,2098.6,2043.0,65.0,41,-35.26,149.07,630
23783,MYPONGA RESERVOIR,SA,1971.1,2027.6,32.5,41,-35.40,138.43,215
44154,WHYENBAH,QLD,1746.4,1344.5,85.0,41,-28.39,148.31,175
10729,CHILLINUP,WA,995.7,1233.5,5.0,41,-34.34,118.63,104
4083,KARRATHA AERO,WA,931.0,897.7,65.0,41,-20.71,116.77,5
8271,NINDETHANA FARM,WA,892.6,905.5,47.5,41,-28.81,115.97,340
32064,PALUMA IVY COTTAGE,QLD,12327.6,8045.8,100.0,40,-19.01,146.21,878
32098,ROLLINGSTONE,QLD,8101.9,5141.8,94.9,40,-19.04,146.41,16
59047,CRESCENT HEAD,NSW,4557.7,4586.3,48.7,40,-31.18,152.97,8
40343,WAMURAN,QLD,4220.7,3804.6,82.0,40,-27.04,152.87,33
58073,COPMANHURST (FERNGLEN),NSW,3562.9,3532.7,56.4,40,-29.53,152.80,45
91150,WESTERN CREEK (SOMER HILL),TAS,3218.1,3522.1,15.4,40,-41.64,146.52,417
91161,PARKHAM (AVENUE ROAD),TAS,2566.2,2771.1,25.6,40,-41.39,146.59,165
88121,HIGH CAMP (LANNERMOOR),VIC,2065.6,1913.5,69.2,40,-37.14,144.93,250
9813,MOUNT HOWICK,WA,1467.0,1580.5,20.5,40,-33.73,122.76,110
23087,REEVES PLAINS (PARANA PARK),SA,1070.1,1209.3,12.8,40,-34.54,138.60,31
10702,MOUNT WALKER,WA,846.4,980.5,20.5,40,-32.10,118.81,340
20022,STURT VALE,SA,734.8,627.1,71.8,40,-33.25,140.03,110
68080,GREENWELL POINT BOWLING CLUB,NSW,4708.5,3479.4,97.4,39,-34.92,150.73,3
30107,ROBIN HOOD STATION,QLD,3291.0,2281.6,92.1,39,-18.84,143.71,460
57035,YARROWITCH (BENDITI),NSW,2925.5,2721.0,73.7,39,-31.13,152.13,975
82103,BURROWYE STATION,VIC,2607.8,2716.4,50.0,39,-36.02,147.55,224
40449,PLACID HILLS,QLD,2354.7,2399.4,50.0,39,-27.56,152.23,125
9927,THE WOLD,WA,2076.8,2455.4,2.6,39,-33.60,116.01,220
41344,KARARA,QLD,2052.4,2074.4,42.1,39,-28.21,151.56,480
9053,PEARCE RAAF,WA,1613.6,1938.4,5.3,39,-31.67,116.02,40
9635,FRANKLAND,WA,1556.9,1778.0,13.2,39,-34.36,117.08,230
94130,ORIELTON (EAST ORIELTON ROAD),TAS,1496.2,1653.3,23.7,39,-42.75,147.55,30
79078,TELANGATUK EAST (MILINGIMBI),VIC,1311.7,1504.3,7.9,39,-37.06,141.99,175
9210,LAKE NAMMEN,WA,1020.0,1697.0,0.0,39,-30.89,115.58,70
40715,SHAILER PARK OREGON DRVE,QLD,4092.4,3641.1,78.4,38,-27.65,153.17,32
97065,TAHUNE RESERVE,TAS,3550.5,3816.5,16.2,38,-43.10,146.73,75
3051,MOUNT BARNETT,WA,3428.2,2759.3,100.0,38,-16.74,125.91,401
9909,ASTON DOWNS,WA,2434.9,2529.6,40.5,38,-33.79,115.32,80
15139,WARRAMUNGA,NT,2328.7,1329.1,100.0,38,-19.93,134.36,381
94175,LUCASTON (BAKERS CREEK ROAD),TAS,2289.8,2532.7,13.5,38,-42.97,147.04,127
23096,ADELAIDE (HOPE VALLEY RESERVOIR),SA,1562.6,1752.0,10.8,38,-34.86,138.68,105
74268,ARDLETHAN (STRATHBOGIE),NSW,1341.6,1363.1,43.2,38,-34.19,146.93,215
46115,TILPA (TREVALLYN),NSW,1040.4,869.7,78.4,38,-31.39,144.04,90
7176,NEWMAN AERO,WA,1011.2,1022.1,56.8,38,-23.42,119.80,524
21110,TICKERA,SA,861.8,1048.7,8.1,38,-33.79,137.71,26
23076,PORT PARHAM,SA,733.6,1050.3,5.4,38,-34.43,138.26,3
16059,TARCOOLA (MOBELLA),SA,555.5,535.6,56.8,38,-29.81,133.36,179
33095,ORKABIE WEST HILL,QLD,4868.1,4590.9,63.9,37,-21.80,149.36,22
68217,BARRENGARRY (THE OLD SCHOOL HOUSE),NSW,3761.0,3499.1,61.1,37,-34.69,150.53,105
84084,MALLACOOTA,VIC,3090.4,2869.1,66.7,37,-37.60,149.73,22
88110,CASTLEMAINE PRISON,VIC,1926.3,1840.6,63.9,37,-37.08,144.24,330
35088,BIRRABAN,QLD,1906.1,1846.0,55.6,37,-24.33,147.94,100
90173,HAMILTON AIRPORT,VIC,1854.2,1847.8,52.8,37,-37.65,142.06,241
9112,BINDOON,WA,1826.8,2030.5,19.4,37,-31.39,116.09,160
51122,CURBAN (ERCILDOUNE),NSW,1780.5,1737.9,55.6,37,-31.56,148.60,260
94172,TEA TREE (THE POINT),TAS,1641.3,1672.8,50.0,37,-42.65,147.36,345
76105,BOUNDARY BEND,VIC,1120.5,1035.7,63.9,37,-34.72,143.15,58
18165,LOCK (TERRAH WINDS),SA,1049.5,1127.1,33.3,37,-33.57,135.60,81
5051,EXMOUTH TOWN,WA,495.0,788.3,13.9,37,-21.93,114.13,13
28013,MAITLAND DOWNS STATION,QLD,4118.0,2797.5,97.1,36,-16.22,144.71,490
33226,LANSDOWN CSIRO,QLD,3991.6,2627.5,94.3,36,-19.66,146.83,60
40659,GREENBANK THOMPSON ROAD,QLD,3552.4,2887.6,82.9,36,-27.70,152.94,77
83038,TAWONGA,VIC,3362.2,3419.1,48.6,36,-36.66,147.13,295
70144,TARALGA (CIRCLE C),NSW,3186.6,2727.5,82.9,36,-34.41,149.88,955
39303,CHILDERS SOUTH,QLD,2904.9,2654.0,80.0,36,-25.26,152.28,95
79074,HALLS GAP,VIC,2869.6,2911.4,40.0,36,-37.14,142.52,257
68160,CAMPBELLTOWN (KENTLYN (GEORGES RIVER ROA,NSW,2672.0,2369.5,80.0,36,-34.05,150.88,115
55311,DURI POST OFFICE,NSW,2652.6,2225.8,91.4,36,-31.22,150.82,475
63117,LYNDHURST OLD BAKERY,NSW,2534.7,2546.9,48.6,36,-33.67,149.05,672
70308,TORRENS (DARKE ST),NSW,2129.8,2071.3,62.9,36,-35.38,149.09,653
85166,STRATFORD,VIC,1882.7,1919.6,37.1,36,-37.96,147.08,25
61287,MERRIWA (ROSCOMMON),NSW,1860.8,1838.2,57.1,36,-32.19,150.17,375
9769,CULFORD,WA,1841.0,1968.4,14.3,36,-32.57,116.44,335
99000,CAPE BARREN ISLAND (LONG BEACH),TAS,1819.4,2130.3,5.7,36,-40.38,148.01,12
15611,NEWHAVEN,NT,1295.4,934.7,85.7,36,-22.72,131.17,609
5069,PANNAWONICA,WA,1261.9,1199.3,68.6,36,-21.64,116.33,200
21100,BURRA (LEIGHTON),SA,1204.1,1351.2,22.9,36,-33.65,138.83,501
5029,YALLEEN,WA,1115.8,1034.7,54.3,36,-21.68,116.39,180
7179,TANGADEE,WA,797.1,737.0,62.9,36,-24.41,118.94,550
200790,CHRISTMAS ISLAND AERO,WA,6490.2,6519.0,44.1,35,-10.45,105.69,261
14198,JABIRU AIRPORT,NT,4411.0,4708.9,35.3,35,-12.66,132.89,27
91156,WEETAH (WEETAH ROAD),TAS,2734.2,3018.9,20.6,35,-41.47,146.65,260
55255,QUIRINDI (SPRING VALE),NSW,2333.9,2060.4,76.5,35,-31.53,150.76,425
9172,JANDAKOT AERO,WA,2187.8,2460.8,17.6,35,-32.10,115.88,30
55254,MANILLA (FERN HILL),NSW,2167.3,1966.6,70.6,35,-30.79,150.63,370
29075,FORT CONSTANTINE STATION,QLD,1966.5,1491.5,88.2,35,-20.47,140.58,162
86232,MELBOURNE BOTANICAL GARDENS,VIC,1940.6,2064.6,26.5,35,-37.83,144.98,29
88124,TABILK (TAHBILK WINERY),VIC,1938.4,1824.5,61.8,35,-36.83,145.09,131
92079,TOOMS LAKE (TOOMS RIVER),TAS,1717.6,1815.5,41.2,35,-42.21,147.78,469
9739,TELINA DOWNS,WA,1642.4,1639.0,44.1,35,-33.68,122.33,170
26075,WRATTONBULLY (JOEVILLE),SA,1633.1,1938.3,8.8,35,-37.14,140.95,115
43091,ROMA AIRPORT,QLD,1359.2,1687.8,20.6,35,-26.55,148.77,307
70278,COOMA VISITORS CENTRE,NSW,1311.5,1571.7,5.9,35,-36.23,149.12,778
8276,IRWIN HOUSE,WA,1167.5,1266.2,32.4,35,-29.22,115.11,60
8273,ARENA,WA,1104.4,1227.3,20.6,35,-29.36,115.45,280
16034,HILTABA,SA,815.7,805.0,52.9,35,-32.16,135.07,230
14932,TINDAL RAAF,NT,3466.8,3218.9,75.8,34,-14.52,132.38,134
85277,NOOJEE (SLIVAR),VIC,3250.8,3362.8,42.4,34,-37.90,145.97,275
9784,KIMBERLEY,WA,2909.9,2976.9,30.3,34,-34.93,117.16,80
1006,WYNDHAM AERO,WA,2858.0,2555.8,69.7,34,-15.51,128.15,4
41454,GIRRAWEEN NAT PARK,QLD,2566.0,2452.6,57.6,34,-28.83,151.94,885
92099,NUGENT (TWILIGHT VALLEY),TAS,2420.8,2555.3,39.4,34,-42.72,147.75,318
56140,EMMAVILLE (BEN VALE),NSW,2272.1,2439.3,30.3,34,-29.47,151.67,930
9257,FORRESTDALE,WA,2221.6,2465.1,15.2,34,-32.15,115.95,20
91237,LAUNCESTON (TI TREE BEND),TAS,1915.0,2014.0,15.2,34,-41.42,147.12,5
26086,FURNER (KENNION SECTION 235),SA,1896.8,1957.6,30.3,34,-37.38,140.33,30
23042,BURNSIDE,SA,1561.6,1822.1,3.0,34,-34.94,138.66,-999
86305,GREENVALE RESERVOIR,VIC,1495.8,1780.6,15.2,34,-37.64,144.91,156
10876,CAERNARVON PARK,WA,1185.3,1328.4,6.1,34,-32.74,116.84,260
76133,LINDSAY POINT,VIC,1009.3,865.7,84.8,34,-34.11,141.02,59
22033,ARDROSSAN (VITANA),SA,867.0,1126.5,0.0,34,-34.47,137.89,81
40717,COOLANGATTA,QLD,5686.4,4526.0,93.8,33,-28.17,153.51,4
94116,GEEVESTON (RIAWUNNA),TAS,3351.4,3885.3,3.1,33,-43.22,146.91,280
56229,GUYRA HOSPITAL,NSW,2796.2,2731.3,56.3,33,-30.21,151.68,1329
91197,MUSSELBORO (ELVERTON),TAS,2627.0,2491.6,78.1,33,-41.49,147.44,375
85195,WILLOW GROVE,VIC,2573.6,2805.9,15.6,33,-38.07,146.17,155
33175,ETON VALE,QLD,2519.1,2121.6,75.0,33,-20.21,147.78,144
61192,MUSWELLBROOK (SPRING CREEK (CASTLE VALE),NSW,2235.8,2072.3,68.8,33,-32.21,150.74,259
35131,TALAGAI,QLD,2173.5,1832.6,84.4,33,-23.13,148.53,305
98017,KING ISLAND AIRPORT,TAS,1949.8,2514.1,0.0,33,-39.88,143.89,35
83079,LAKE BUFFALO,VIC,1818.3,3233.1,0.0,33,-36.71,146.67,296
75163,HILLSTON ( ALDINGA),NSW,1460.3,1270.7,81.3,33,-33.35,145.87,135
10897,NALYERLUP,WA,1344.1,1355.5,46.9,33,-34.22,118.50,240
8274,NARALING,WA,1176.0,1104.3,65.6,33,-28.42,114.82,200
77088,BIRCHIP CROPPING GROUP,VIC,1052.4,1075.1,46.9,33,-35.99,142.92,105
17110,LEIGH CREEK AIRPORT,SA,484.8,636.8,15.6,33,-30.60,138.42,259
69114,BROGO (BLANCHARDS ROAD),NSW,3019.5,3019.2,58.1,32,-36.54,149.82,61
92014,GERMAN TOWN,TAS,2876.0,3144.8,29.0,32,-41.53,148.20,498
9913,EKAMURRA,WA,2395.6,2703.8,3.2,32,-33.69,115.84,240
86224,DANDENONG,VIC,2211.7,2248.9,45.2,32,-37.98,145.22,54
85168,BRIAGOLONG,VIC,2045.4,2039.8,51.6,32,-37.83,147.08,55
23839,BLACKWOOD (WITTUNGA),SA,1963.0,2129.9,22.6,32,-35.02,138.61,244
87119,WENSLEYDALE (ANGLESEA (VEHICLE PROVING G,VIC,1909.8,2370.1,3.2,32,-38.37,144.08,220
85279,BAIRNSDALE AIRPORT,VIC,1826.4,1973.2,22.6,32,-37.88,147.57,49
79083,BENAYEO,VIC,1433.4,1557.4,22.6,32,-36.87,141.01,100
13018,WONGAWOL,WA,752.5,746.8,58.1,32,-26.12,121.94,500
32192,CARDWELL RANGE,QLD,11745.5,7723.7,100.0,31,-18.55,146.18,15
66176,AUDLEY (ROYAL NATIONAL PARK),NSW,3947.0,3608.4,70.0,31,-34.06,151.06,120
41323,MANDALA,QLD,2764.8,2493.5,73.3,31,-28.02,152.29,586
85041,INVERLOCH,VIC,2097.7,2719.8,0.0,31,-38.61,145.71,50
9815,THE DUKE,WA,1830.2,1878.9,43.3,31,-33.88,122.57,61
41522,DALBY AIRPORT,QLD,1700.0,1807.3,36.7,31,-27.16,151.26,344
12306,SPARKLE HILL,WA,1292.0,1381.8,20.0,31,-33.52,122.95,140
75164,STONY CROSSING (BARWON),NSW,1204.4,1004.7,90.0,31,-35.05,143.57,66
10000,AMERY ACRES,WA,909.6,1108.1,6.7,31,-31.17,117.07,340
10075,MOUNT GIBSON,WA,767.9,1009.8,6.7,31,-29.61,117.41,355
58165,ROSEBANK (UPPER COOPERS CREEK),NSW,6969.5,5886.8,79.3,30,-28.62,153.41,140
40490,CARNEYS CREEK THE RANCH,QLD,3642.3,3166.7,82.8,30,-28.21,152.54,268
40463,OXLEY,QLD,3486.7,3049.0,79.3,30,-27.58,152.99,20
61211,COLO HEIGHTS (MOUNTAIN PINES),NSW,3116.5,3104.6,58.6,30,-33.36,150.71,320
55325,TAMWORTH AIRPORT AWS,NSW,2537.0,2001.5,89.7,30,-31.07,150.84,395
86303,GLEN WAVERLEY (GOLF COURSE),VIC,2466.3,2587.7,24.1,30,-37.89,145.19,60
86377,UPPER PLENTY,VIC,2300.4,2286.7,58.6,30,-37.42,145.08,325
23799,PROSPECT HILL,SA,2287.2,2516.2,13.8,30,-35.22,138.73,360
35093,MT MOFFATT NATIONAL PARK,QLD,2227.8,2117.3,72.4,30,-25.02,147.95,610
87130,ROMSEY,VIC,2150.2,2213.4,34.5,30,-37.35,144.75,478
92067,RUSHY LAGOON (CAPE PORTLAND ROAD),TAS,1733.4,2220.2,0.0,30,-40.86,148.02,40
36127,SUNBURY,QLD,1717.4,1178.1,93.1,30,-24.60,143.83,220
52088,WALGETT AIRPORT AWS,NSW,1476.4,1319.9,75.9,30,-30.04,148.12,133
46124,TIBOOBURRA (BRINDIWILPA),NSW,617.3,683.8,41.4,30,-29.87,142.43,85
59100,ORAMA (DARKWOOD ROAD),NSW,5286.3,4876.7,64.3,29,-30.43,152.68,75
82139,HUNTERS HILL,VIC,3803.8,3653.4,64.3,29,-36.21,147.54,981
1026,DRYSDALE RIVER STATION,WA,3772.2,3318.7,82.1,29,-15.70,126.38,370
63292,MOUNT BOYCE AWS,NSW,3408.0,3137.3,75.0,29,-33.62,150.27,1080
33170,MYSTERY PARK,QLD,3207.0,3043.0,64.3,29,-22.36,149.37,40
2064,ARGYLE AERODROME,WA,2926.2,2340.8,89.3,29,-16.64,128.45,164
9766,LITTLE GROVE,WA,2840.8,2818.9,53.6,29,-35.06,117.87,2
39326,GLADSTONE AIRPORT,QLD,2456.4,2588.2,42.9,29,-23.87,151.22,17
73129,GODFREYS CREEK (TAROONA),NSW,2219.6,1999.3,82.1,29,-34.16,148.69,495
61363,SCONE AIRPORT AWS,NSW,2179.4,1872.9,82.1,29,-32.03,150.83,221
70330,GOULBURN AIRPORT AWS,NSW,1990.0,1740.6,82.1,29,-34.81,149.73,640
91236,WESTBURY (BIRRALEE ROAD),TAS,1897.1,2243.5,10.7,29,-41.51,146.83,186
86373,RHYLL,VIC,1876.2,2087.2,14.3,29,-38.46,145.31,13
86350,WALLAN,VIC,1842.6,2028.6,25.0,29,-37.42,144.98,341
41509,TRAIGHLI,QLD,1792.3,1863.7,50.0,29,-27.67,150.35,297
90176,MORTLAKE RACECOURSE,VIC,1685.0,1757.9,35.7,29,-38.07,142.77,130
80125,ULUPNA,VIC,1503.9,1344.8,75.0,29,-35.89,145.39,105
9865,WARRA JARRA,WA,1395.5,1536.1,17.9,29,-34.40,118.89,90
21131,CLARE HIGH SCHOOL,SA,1358.0,1606.7,3.6,29,-33.82,138.59,395
22841,KINGSCOTE AERO,SA,1241.6,1337.8,32.1,29,-35.71,137.52,6
10304,NUNILE,WA,1148.8,1303.8,10.7,29,-31.49,116.54,280
8286,WUNDI,WA,1138.9,1158.0,46.4,29,-28.28,114.68,200
12305,LAVERTON AERO,WA,837.0,819.3,46.4,29,-28.61,122.42,464
15635,YULARA AIRPORT,NT,774.0,846.4,50.0,29,-25.19,130.97,492
17119,BELTANA ROADHOUSE,SA,601.4,633.3,53.6,29,-30.84,138.32,180
85227,EAST TARWIN (MIRBOO PASTORAL COMPANY),VIC,3241.2,3437.0,22.2,28,-38.52,146.20,263
85200,KORUMBURRA STH GIPPSLAND WATER,VIC,2926.7,3283.3,7.4,28,-38.43,145.79,155
85179,BULN BULN,VIC,2762.0,3146.0,3.7,28,-38.10,145.96,195
61260,CESSNOCK AIRPORT AWS,NSW,2505.4,2287.1,81.5,28,-32.79,151.34,67
56242,INVERELL (RAGLAN ST),NSW,2338.0,2381.6,48.1,28,-29.78,151.11,582
73138,YOUNG AIRPORT,NSW,2168.4,1889.9,77.8,28,-34.25,148.25,380
50117,ALECTOWN (BRIDGEWATER),NSW,1930.6,1791.2,70.4,28,-32.90,148.28,341
43106,RICHLAND HILL,QLD,1800.0,1727.8,63.0,28,-26.51,148.13,404
49103,IVANHOE (BADEN PARK),NSW,1158.5,906.8,85.2,28,-32.17,144.20,90
15652,WATARRKA,NT,971.0,934.5,70.4,28,-24.29,131.55,614
8283,KARAWA,WA,909.0,1021.7,11.1,28,-30.14,116.38,320
24048,RENMARK AERO,SA,789.8,708.7,81.5,28,-34.20,140.68,32
16095,TIEYON,SA,769.4,699.1,63.0,28,-26.21,133.85,390
16090,COOBER PEDY AIRPORT,SA,537.6,440.6,77.8,28,-29.03,134.72,225
32119,MENA CREEK POST OFFICE,QLD,12916.3,10425.6,100.0,27,-17.66,145.96,66
58137,KINGSCLIFF (WORAM PLACE),NSW,6200.6,5630.6,73.1,27,-28.26,153.58,5
14226,HUMPTY DOO COLLARD ROAD,NT,5735.2,5596.4,53.9,27,-12.58,131.08,30
33045,MACKAY AERO,QLD,5020.2,4586.5,76.9,27,-21.17,149.18,5
69127,ARALUEN LOWER (ARALUEN RD),NSW,2955.0,2848.9,53.9,27,-35.69,149.84,145
94151,LONGLEY (TELOPEA),TAS,2701.6,2790.9,42.3,27,-42.97,147.17,358
82138,WANGARATTA AERO,VIC,2011.8,1831.0,69.2,27,-36.42,146.31,153
90184,CAPE NELSON LIGHTHOUSE,VIC,1999.2,2124.3,30.8,27,-38.43,141.54,45
86361,CERBERUS,VIC,1918.0,2131.1,15.4,27,-38.36,145.18,13
23878,MOUNT CRAWFORD AWS,SA,1862.6,1991.9,30.8,27,-34.73,138.93,525
53115,MOREE AERO,NSW,1794.2,1731.5,50.0,27,-29.49,149.85,213
81125,SHEPPARTON AIRPORT,VIC,1613.6,1356.1,84.6,27,-36.43,145.39,114
22049,STENHOUSE BAY,SA,1354.6,1363.4,42.3,27,-35.28,136.94,42
10889,MORDETTA,WA,998.8,1063.7,30.8,27,-32.89,118.63,320
24571,NILDOTTIE (KROEHNS),SA,820.2,833.1,46.1,27,-34.71,139.58,66
9805,WALPOLE FORESTRY,WA,3396.5,3595.4,12.0,26,-34.98,116.73,15
62100,NULLO MOUNTAIN AWS,NSW,2711.8,2916.4,28.0,26,-32.72,150.23,1130
56243,GLEN INNES AIRPORT AWS,NSW,2687.0,2716.2,56.0,26,-29.68,151.69,1044
84142,GELANTIPY,VIC,2412.2,2404.1,48.0,26,-37.22,148.26,755
15666,RABBIT FLAT,NT,2333.0,1477.7,100.0,26,-20.18,130.01,340
88162,WALLAN (KILMORE GAP),VIC,2112.8,2073.3,64.0,26,-37.38,144.97,528
70328,BOMBALA AWS,NSW,2077.0,1748.3,76.0,26,-37.00,149.23,761
65068,PARKES AIRPORT AWS,NSW,1992.8,1851.7,64.0,26,-33.13,148.24,323
63291,BATHURST AIRPORT AWS,NSW,1934.2,1835.7,64.0,26,-33.41,149.65,745
90175,PORT FAIRY AWS,VIC,1882.2,2037.3,36.0,26,-38.39,142.23,10
9868,MUNGLINUP,WA,1570.4,1584.4,40.0,26,-33.71,120.87,80
26095,CAPE JAFFA (THE LIMESTONE),SA,1429.4,1495.7,36.0,26,-36.97,139.72,17
74258,DENILIQUIN AIRPORT AWS,NSW,1330.6,1122.5,84.0,26,-35.56,144.95,94
24024,LOXTON RESEARCH CENTRE,SA,811.8,777.3,56.0,26,-34.44,140.60,30
18190,BUCKLEBOO (KARINYA),SA,785.8,907.0,20.0,26,-32.90,136.19,235
18120,WHYALLA AERO,SA,618.8,783.4,8.0,26,-33.05,137.52,9
27058,HORN ISLAND,QLD,6611.0,5415.8,95.8,25,-10.58,142.29,4
56141,BOONOO BOONOO (CURRAWONG),NSW,3081.6,2906.4,66.7,25,-28.89,152.11,990
68200,DOUGLAS PARK ( ST. MARYS TOWERS),NSW,2661.9,2318.9,70.8,25,-34.21,150.71,165
14723,BORROLOOLA AIRPORT,NT,2403.4,2776.7,33.3,25,-16.08,136.30,16
55319,UPPER MANILLA (GLENBORAH),NSW,2337.9,2132.8,79.2,25,-30.61,150.59,530
72160,ALBURY AIRPORT AWS,NSW,2221.0,1956.0,79.2,25,-36.07,146.95,164
9182,MAIDA VALE,WA,2205.4,2369.0,12.5,25,-31.97,116.02,100
30161,RICHMOND AIRPORT,QLD,1758.2,1408.4,100.0,25,-20.70,143.11,206
79107,PATYAH (BOOROOPKI),VIC,1583.2,1523.1,62.5,25,-36.81,141.26,140
81120,RUSHWORTH (RAGLUS),VIC,1558.0,1642.5,45.8,25,-36.58,145.01,160
26099,NARACOORTE AERODROME,SA,1505.6,1459.4,54.2,25,-36.98,140.73,50
48237,COBAR AIRPORT AWS,NSW,1287.8,1093.2,79.2,25,-31.54,145.80,218
79100,HORSHAM AERODROME,VIC,1176.0,1128.7,70.8,25,-36.67,142.17,134
12314,LEINSTER AERO,WA,753.0,733.5,50.0,25,-27.84,120.70,497
17123,MOOMBA AIRPORT,SA,689.0,539.9,83.3,25,-28.10,140.20,38
11052,FORREST,WA,500.8,642.1,12.5,25,-30.85,128.11,159
16098,TARCOOLA AERO,SA,495.0,533.6,33.3,25,-30.71,134.58,123
7600,MOUNT MAGNET AERO,WA,482.6,725.7,0.0,25,-28.12,117.84,407
17131,GAMMON RANGES (MOOLAWATANA),SA,412.4,550.5,37.5,25,-29.91,139.73,98
17126,MARREE AERO,SA,392.6,440.3,41.7,25,-29.66,138.07,50
40607,SPRINGBROOK ROAD,QLD,8239.0,6540.1,87.0,24,-28.20,153.27,697
27045,WEIPA AERO,QLD,6613.0,6109.9,73.9,24,-12.68,141.92,18
68247,BEAUMONT (THE CEDARS),NSW,5425.9,4929.6,69.6,24,-34.77,150.56,250
71032,THREDBO AWS,NSW,4698.2,4536.7,60.9,24,-36.49,148.29,1957
14518,GROOTE EYLANDT AIRPORT,NT,4540.4,3841.3,87.0,24,-13.97,136.46,14
